id,site,timestamp,year,place,dataset,answers,reviewed,reviewResult,reviewComments,details,isCurrent,isOpen,submitter,reviewer,score,relativeScore
b43d5dec-4487-414f-a9e8-4ea70a8f0819,us-cities,2019-08-08T16:08:41,2018,pittsburgh,emergency-calls,"[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""Quarterly updates""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""ems and fire is available. Police calls are not.""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""SHP""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""keyword search"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""https://data.wprdc.org/dataset/allegheny-county-911-dispatches-ems-and-fire"",""pass"":false,""commentValue"":""see the metadata""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Allegheny County 911"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Type or description"",""Location (may be coordinates or addresses; addresses may be at the block level, such as “5XX Main Street”)""],""pass"":false,""commentValue"":""The County does not include date and time to protect privacy""},{""id"":""location"",""value"":[{""urlValue"":""https://data.wprdc.org/dataset/allegheny-county-911-dispatches-ems-and-fire"",""descValue"":""Western Pennsylvania Regional Data Center""}],""pass"":false,""commentValue"":""""}]",Yes,Yes,,EMS and fire is only available. Police calls are not available,Yes,Yes,bob gradeck,bob gradeck,90,100
3b143f8d-51f8-4d5c-ac4c-af125bdc3e00,us-cities,2019-07-16T18:47:15,2018,montgomerycomd,emergency-calls,"[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""No"",""pass"":false,""commentValue"":""Police data is updated daily, while fire and rescue data is updated every two weeks.""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""GeoJSON"",""KML"",""KMZ"",""RDF"",""TSV"",""XML""],""pass"":true,""commentValue"":""Only the police data is available in KML, SHP, and KMZ formats.\n\nAll other formats are available for both datasets.""},{""id"":""findable"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Went to data.montgomerycounty.gov, clicked on \""Public Safety,\"" searched for calls"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""According to Montgomery County law, all data is \""available without any registration or license requirement or restriction on use.\"" https://montgomerycountymd.gov/open/Resources/Files/SignedOpenDataBill_23-12.pdf (Page 6)"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Department of Police, Fire and Rescue Service"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Date and time"",""Type or description"",""Location (may be coordinates or addresses; addresses may be at the block level, such as “5XX Main Street”)""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.montgomerycountymd.gov/Public-Safety/Police-Dispatched-Incidents/98cc-bc7d"",""descValue"":""Police Dispatched Incidents""},{""urlValue"":""https://data.montgomerycountymd.gov/Public-Safety/MCFRS-Incidents-by-Station/mf5d-mtzf"",""descValue"":""MCFRS Incidents by Station""}],""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,anonymous,anonymous,75,83
640a6677-71c8-4a80-a220-d2556df55078,us-cities,2019-07-16T15:07:03,2018,montgomerycomd,employee-salaries,"[{""id"":""open_licence"",""value"":""No"",""pass"":false,""commentValue"":""Only the 2016 dataset page includes a license section, which does state that the data is in the public domain for that year""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""RDF"",""TSV"",""XML""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Searched \""montgomery county open data\"" on Google, clicked on dataMontgomery, clicked on \""Government,\"" searched for employee salaries"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Office of Human Resources"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Employee full name"",""Department"",""Position title"",""Base salary or wages"",""Overtime""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.montgomerycountymd.gov/Human-Resources/Employee-Salaries-2018/kdqy-4wzv"",""descValue"":""Employee Salaries - 2018""},{""urlValue"":""https://data.montgomerycountymd.gov/Human-Resources/Employee-Salaries-2017/2qd6-mr43"",""descValue"":""Employee Salaries - 2017""},{""urlValue"":""https://data.montgomerycountymd.gov/Human-Resources/Employee-Salaries-2016/xj3h-s2i7"",""descValue"":""Employee Salaries - 2016""},{""urlValue"":""https://data.montgomerycountymd.gov/Human-Resources/Employee-Salaries-2015/6rqk-pdub"",""descValue"":""Employee Salaries - 2015""},{""urlValue"":""https://data.montgomerycountymd.gov/Human-Resources/Employee-Salaries-2014/54rh-89p8"",""descValue"":""Employee Salaries - 2014""}],""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,anonymous,anonymous,70,78
58b6658b-3a77-4695-a4e6-b67206106033,us-cities,2019-07-16T14:54:42,2018,montgomerycomd,construction-permits,"[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""RDF"",""TSV"",""XML""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Searched for \""montgomery county open data\"" on Google, clicked on the dataMontgomery site, clicked on \""Licenses/Permits,\"" searched for construction permits"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""According to the \""About this Dataset\"" section on the data pages, the data is in the public domain"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Department of Permitting Services"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Date of issue"",""Address"",""Permit type"",""Work description""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.montgomerycountymd.gov/Licenses-Permits/Residential-Permit/m88u-pqki"",""descValue"":""Montgomery County Open Data site""},{""urlValue"":""https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Permits/i26v-w6bd"",""descValue"":""Montgomery County Open Data site""},{""urlValue"":""https://data.montgomerycountymd.gov/Licenses-Permits/Electrical-Building-Permits/qxie-8qnp"",""descValue"":""Montgomery County Open Data site""},{""urlValue"":""https://data.montgomerycountymd.gov/Licenses-Permits/Mechanical-Permits/ih88-a6aa"",""descValue"":""Montgomery County Open Data site""}],""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,Yes,anonymous,anonymous,90,100
edd51a53-246a-46d8-9652-e78999d0a914,us-cities,2019-07-16T14:45:25,2018,montgomerycomd,crime-reports,"[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""RDF"",""TSV"",""XML""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Searched for \""montgomery county open data\"" on Google, clicked on \""public safety\"" on the homepage, and scrolled down for the dataset"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""According to the \""About this Dataset\"" section on the data page, the data is in the public domain"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""EJustice"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Date and time"",""Location (may be coordinates or addresses; addresses may be at the block level, such as “5XX Main Street”)"",""Incident type""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3"",""descValue"":""Montgomery County Open Data site""}],""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,Yes,anonymous,anonymous,90,100
fc2cce8f-fc70-436b-8684-7cbb15394651,us-cities,2019-07-16T00:29:31,2018,austin,website-analytics,"[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""JSON"",""KMZ"",""RDF"",""TSV"",""TXT"",""XLS"",""XML""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""googled city of austin web analytics"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""http://www.austintexas.gov/coa-open-data-licensing"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""City of Austin"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Visits — ideally with information on devices and browsers used to access the site"",""Page views — including number of views for top pages"",""Top searches""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.austintexas.gov/analytics"",""descValue"":""Site Analytics""},{""urlValue"":""https://data.austintexas.gov/widgets/959k-a8yh"",""descValue"":""Google Analystics Data""},{""urlValue"":""https://data.austintexas.gov/City-Government/Views-from-Different-Browsers/uber-bhwe"",""descValue"":""Browser data""},{""urlValue"":""https://data.austintexas.gov/City-Government/Analytics-Austin-GO-Mobile-Views/h4as-bnn4"",""descValue"":""Mobile data""}],""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,Akhil Rao,Akhil Rao,75,83
cc293c11-9470-4f0a-a46b-18794e264198,us-cities,2019-06-28T15:33:34,2018,grandrapids,property-transfers,"[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":""Data is not collected in a table format. "",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,Jon Oeverman,Jon Oeverman,0,0
36e1ecf3-274b-42cc-a22a-789347d65e8b,us-cities,2019-06-28T13:33:47,2018,grandrapids,restaurant-inspections,"[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":""Not adminstered by City would need to seek County help on this data set"",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,Jon Oeverman,Jon Oeverman,0,0
3b815412-0506-4d54-a5a9-a6d4dac3c6f6,us-cities,2019-06-28T13:32:40,2018,grandrapids,police-use-of-force,"[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":""Data has not been released by the City of Grand Rapids Digital Team"",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,Jon Oeverman,Jon Oeverman,0,0
49b91508-e37e-40c0-b5ec-cbfbad76a682,us-cities,2019-06-28T13:31:30,2018,grandrapids,lobbyist-activity,"[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":""Data is not collected by the City of Grand Rapids in a table format "",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]",Yes,Yes,,,Yes,No,Jon Oeverman,Jon Oeverman,0,0
